name;short_name;county_id
Colegiul Tehnic 'Transilvania' Brașov;Colegiul Tehnic 'Transilvania' Brașov;BRAŞOV
COLEGIUL TEHNIC TURDA;COLEGIUL TEHNIC TURDA;CLUJ
"COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI";"COL. TEHN. ""VALERIU D. COTEA"" FOCSANI";VRANCEA
COLEGIUL TEHNIC ”VICEAMIRAL IOAN BĂLĂNESCU” GIURGIU;COL.TEH. ’VICEAMIRAL IOAN BĂLĂNESCU’;GIURGIU
"COLEGIUL TEHNIC ""VICTOR UNGUREANU"" CÂMPIA TURZII";"COLEGIUL TEHNIC ""VICTOR UNGUREANU"" CÂMPIA TURZII";CLUJ
"COLEGIUL TEHNOLOGIC ""CONSTANTIN BRÂNCOVEANU""";"C.TEH.""C.BRINCOVEANU""";MEHEDINŢI
"Colegiul Tehnologic ""Grigore Cerchez""";"Col. Tehn. ""Grigore Cerchez""";MUNICIPIUL BUCUREŞTI
"COLEGIUL TEHNOLOGIC ""SPIRU HARET"", MUNICIPIUL PIATRA-NEAMȚ";CTSH, PIATRA NEAMȚ;NEAMŢ
"Colegiul Tehnologic ""Viaceslav Harnaj""";"Col. Tehn. ""V. Harnaj""";MUNICIPIUL BUCUREŞTI
COLEGIUL TERȚIAR NONUNIVERSITAR;UPET;HUNEDOARA
COLEGIUL TERȚIAR NONUNIVERSITAR - USAMVB;COLEGIUL USAMVB;MUNICIPIUL BUCUREŞTI
"COLEGIUL TERȚIAR NONUNIVERSITAR ""EFTIMIE MURGU"" REȘIȚA";COLEGIUL TERȚIAR NONUNIVERSITAR;CARAŞ-SEVERIN
COLEGIUL TERȚIAR NONUNIVERSITAR PITEȘTI;COL. TERȚIAR PITEȘTI;ARGEŞ
COLEGIUL TERȚIAR NONUNIVERSITAR-USAMVB;COLEGIUL TERȚIAR NONUNIVERSITAR-USAMVB;MUNICIPIUL BUCUREŞTI
"Colegiul UCECOM ""Spiru Haret""";"Col. UCECOM ""Spiru Haret""";MUNICIPIUL BUCUREŞTI
Colegiul Universitar Spiru Haret;Colegiul Universitar Spiru Haret;MUNICIPIUL BUCUREŞTI
"COLEGIUL UNIVERSITAR ""SPIRU HARET"" CRAIOVA";COLEGIUL UNIVERSITAR CRAIOVA;DOLJ
Colegiul Universităţii „Hyperion”;Colegiul „Hyperion”;MUNICIPIUL BUCUREŞTI
"COLEGIUL ""VASILE LOVINESCU"" FĂLTICENI";"COLEGIUL ""VASILE LOVINESCU"" FĂLTICENI";SUCEAVA
"COLEGIUL""CSIKY GERGELY"" ARAD";"COLEGIUL""CSIKY GERGELY"" ARAD";ARAD
"LICEUL AGRICOL ""Dr. C. ANGELESCU"" MUNICIPIUL BUZĂU";LIC AGR ANGELESCU;BUZĂU
LICEUL AGRICOL POARTA ALBĂ;LIC AGRICOL POARTA ALBĂ;CONSTANŢA
"LICEUL ""ALEXANDRU CEL BUN’’ BOTOSANI";"LICEUL ""ALEXANDRU CEL BUN’’ BOTOSANI";BOTOŞANI
"LICEUL ""ALEXANDRU ODOBESCU"" LEHLIU GARA";"LIC. ""AL.ODOBESCU"" LEHLIU GARA";CĂLĂRAŞI
Liceul 'Andrei Mureșanu' Brașov;Liceul 'Andrei Mureșanu' Brașov;BRAŞOV
"LICEUL ""ATANASIE MARIENESCU"" LIPOVA";"LICEUL ""ATANASIE MARIENESCU"" LIPOVA";ARAD
LICEUL ”AUREL RAINU” FIENI;LICEUL ”AUREL RAINU” FIENI;DÂMBOVIŢA
LICEUL BĂNĂŢEAN OŢELU ROŞU;LIC BĂNĂŢEAN OŢELU ROŞU;CARAŞ-SEVERIN
LICEUL BORSA;L BORSA;MARAMUREŞ
"LICEUL ""CAROL I "", ORAȘUL PLOPENI";"LICEUL ""CAROL I "" PLOPENI";PRAHOVA
"LICEUL ""CAROL I"", ORAȘ BICAZ";LIC TEORETIC, BICAZ;NEAMŢ
"LICEUL ""CHARLES LAUGIER"" CRAIOVA";LICEUL CHARLES LAUGIER CRAIOVA;DOLJ
LICEUL COBADIN;LIC COBADIN;CONSTANŢA
LICEUL CONSTANTIN BRANCOVEANU, ORAS HOREZU;LIC C.BRANCOVEANU HOREZU;VÂLCEA
"LICEUL ""CORNELIU MEDREA"" ZLATNA";"LIC. ""C. MEDREA"" ZLATNA";ALBA
"LICEUL CREȘTIN ""LOGOS"" BISTRIȚA";"LIC ""LOGOS"" B-ȚA";BISTRIŢA-NĂSĂUD
LICEUL CU PROGRAM SPORTIV;LICEUL CU PROGRAM SPORTIV;BRĂILA
"LICEUL CU PROGRAM SPORTIV "" FLORIN FLESERIU"" SEBES";LPS SEBES;ALBA
LICEUL CU PROGRAM SPORTIV ALBA IULIA;LIC. SPORTIV ALBA IULIA;ALBA
LICEUL CU PROGRAM SPORTIV ARAD;LICEUL CU PROGRAM SPORTIV ARAD;ARAD
"LICEUL CU PROGRAM SPORTIV ""AVRAM IANCU"" ZALĂU";"LIC.PR.SP. ""A.IANCU"" ZALĂU";SĂLAJ
LICEUL CU PROGRAM SPORTIV BACĂU;LICEUL CU PROGRAM SPORTIV BACAU;BACĂU
LICEUL CU PROGRAM SPORTIV BAIA MARE;LPS BM;MARAMUREŞ
"LICEUL CU PROGRAM SPORTIV ""BANATUL"" TIMIȘOARA";LIC.SPORTIV BANATUL TIMISOARA;TIMIŞ
"LICEUL CU PROGRAM SPORTIV ""BIHORUL"" ORADEA";"LICEUL CU PROGRAM SPORTIV ""BIHORUL"" ORADEA";BIHOR
LICEUL CU PROGRAM SPORTIV BISTRIȚA;LIC PROGR SPORT BISTRIȚA;BISTRIŢA-NĂSĂUD
LICEUL CU PROGRAM SPORTIV BOTOSANI;LICEUL CU PROGRAM SPORTIV BOTOSANI;BOTOŞANI
Liceul cu Program Sportiv Brașov;Liceul cu Program Sportiv Brașov;BRAŞOV
LICEUL CU PROGRAM SPORTIV CÂMPULUNG;LPS CÂMPULUNG;ARGEŞ
"LICEUL CU PROGRAM SPORTIV ""CETATE"" DEVA";"LICEUL CU PROGRAM SPORTIV ""CETATE"" DEVA";HUNEDOARA
LICEUL CU PROGRAM SPORTIV CLUJ-NAPOCA;LICEUL CU PROGRAM SPORTIV CLUJ-NAPOCA;CLUJ
LICEUL CU PROGRAM SPORTIV FOCSANI;LIC. CU PRG. SPORTIV FOCSANI;VRANCEA
LICEUL CU PROGRAM SPORTIV ”HELMUT DUCKADAM” CLINCENI;LICEUL CU PROGRAM SPORTIV ”HELMUT DUCKADAM”;ILFOV
LICEUL CU PROGRAM SPORTIV, IAŞI;LPS IASI;IAŞI
"LICEUL CU PROGRAM SPORTIV ""IOLANDA BALAŞ ŞOTER"" MUNICIPIUL BUZĂU";LPS;BUZĂU
LICEUL CU PROGRAM SPORTIV, LOCALITATEA GALATI;LIC.SPORTIV GL;GALAŢI
"Liceul cu Program Sportiv ""Mircea Eliade""";"Lic. cu Prog. Sp. ""Mircea Eliade""";MUNICIPIUL BUCUREŞTI
LICEUL CU PROGRAM SPORTIV, MUN. VASLUI;LEF VASLUI;VASLUI
LICEUL CU PROGRAM SPORTIV, MUNICIPIUL PIATRA-NEAMȚ;LPS, PIATRA-NEAMȚ;NEAMŢ
LICEUL CU PROGRAM SPORTIV, MUNICIPIUL ROMAN;LPS, ROMAN;NEAMŢ
"LICEUL CU PROGRAM SPORTIV ""NADIA COMĂNECI"" ONEŞTI";"LPS ""N.COMĂNECI"" ONEŞTI";BACĂU
LICEUL CU PROGRAM SPORTIV ’NICOLAE ROTARU’ CONSTANŢA;LIC SP ’NICOLAE ROTARU’ CȚA;CONSTANŢA
"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRISCU"" CRAIOVA";LICEUL PETRACHE TRISCU CRAIOVA;DOLJ
LICEUL CU PROGRAM SPORTIV SATU MARE;LPS SATU MARE;SATU MARE
LICEUL CU PROGRAM SPORTIV SLATINA;LICEUL SPORTIV SLATINA;OLT
LICEUL CU PROGRAM SPORTIV SUCEAVA;LICEUL CU PROGRAM SPORTIV SUCEAVA;SUCEAVA
"LICEUL CU PROGRAM SPORTIV ""SZASZ ADALBERT"" TÎRGU MUREȘ";"LPS ""S. ADALBERT"" TG. MUREŞ";MUREŞ
LICEUL CU PROGRAM SPORTIV TG-JIU;LIC CU PROGRAM SPORTIV TG-JIU;GORJ
"LICEUL CU PROGRAM SPORTIV ""VIITORUL"" PITEȘTI";LPS PITEŞTI;ARGEŞ
"LICEUL ""DANUBIUS"" CALARASI";"LIC. ""DANUBIUS"" CALARASI";CĂLĂRAŞI
LICEUL DE AGRICULTURA SI INDUSTRIE ALIMENTARA ODOBESTI;LIC. DE AGRICULTURA SI IND. ALIMENTARA ODOBESTI;VRANCEA
"LICEUL DE ARTA ""GHEORGHE TATTARESCU"" FOCSANI";"LIC. DE ARTA ""GHEORGHE TATTARESCU"" FOCSANI";VRANCEA
"LICEUL DE ARTA ""STEFAN LUCHIAN"" BOTOSANI";"LIC. ARTA ""ST.LUCHIAN"" BOTOSANI";BOTOŞANI
"LICEUL DE ARTĂ ""IOAN SIMA"" ZALĂU";"LIC.ARTĂ ""I.SIMA"" ZALĂU";SĂLAJ
"LICEUL DE ARTĂ ""ION VIDU"" TIMIȘOARA";LIC. ARTA ’ION VIDU’ TIMISOARA;TIMIŞ
LICEUL DE ARTĂ SIBIU;LICEUL DE ARTĂ SIBIU;SIBIU
"LICEUL DE ARTE ""AUREL POPP"" SATU MARE";"LAR ”AUREL POPP"" SATU MARE";SATU MARE
LICEUL DE ARTE ”BĂLAȘA DOAMNA” TÂRGOVIȘTE;LICEUL DE ARTE ”BĂLAȘA DOAMNA” TÂRGOVIȘTE;DÂMBOVIŢA
"LICEUL DE ARTE ""CONSTANTIN BRAILOIU"" TG-JIU";"LICEUL DE ARTE ""CONSTANTIN BRAILOIU"" TG-JIU";GORJ
"LICEUL DE ARTE ""CORNELIU BABA"" BISTRIȚA";"LIC ""C.BABA"" BISTRITA";BISTRIŢA-NĂSĂUD
"LICEUL DE ARTE ""DIMITRIE CUCLIN"", LOCALITATEA GALATI";"LIC.ARTE ""D.CUCLIN"" GL";GALAŢI
"LICEUL DE ARTE ""DINU LIPATTI"" PITEȘTI";LIC. ARTE DINU LIPATTI PITEȘTI;ARGEŞ
"LICEUL DE ARTE ""DR.PALLÓ IMRE"" ODORHEIU SECUIESC";"LAR ""DR.PALLO IMRE"" ODORHEI";HARGHITA
"LICEUL DE ARTE ""GEORGE GEORGESCU"" TULCEA";"LICEUL ""G. GEORGESCU"" TULCEA";TULCEA
"LICEUL DE ARTE ""HARICLEA DARCLEE""";"LICEUL DE ARTE ""HARICLEA DARCLEE""";BRĂILA
"LICEUL DE ARTE ""IONEL PERLEA"" SLOBOZIA";"LICEUL DE ARTE ""IONEL PERLEA"" SLOBOZIA";IALOMIŢA
"LICEUL DE ARTE ""I.ȘT.PAULIAN""";"LIC.ART.""I.ST.PAULIAN""";MEHEDINŢI
"LICEUL DE ARTE ""MARGARETA STERIAN"" MUNICIPIUL BUZĂU";LIC. ARTE BZ;BUZĂU
"LICEUL DE ARTE ""MARIN SORESCU"" CRAIOVA";LICEUL MARIN SORESCU CRAIOVA;DOLJ
"LICEUL DE ARTE ""NAGY ISTVÁN"" MIERCUREA CIUC";"LAR ""NAGY ISTVAN"" MIERCUREA CIUC";HARGHITA
LICEUL DE ARTE ORADEA;LICEUL DE ARTE ORADEA;BIHOR
"Liceul de Arte Plastice ""Nicolae Tonitza""";"Lic. ""Nicolae Tonitza""";MUNICIPIUL BUCUREŞTI
LICEUL DE ARTE PLASTICE TIMIȘOARA;LIC.ARTE PLASTICE TIMISOARA;TIMIŞ
"Liceul de Arte ""Plugor Sándor"" Sfântu Gheorghe";"LIC. DE ARTE ""PLUGOR SÁNDOR"" SFÂNTU GHEORGHE";COVASNA
"LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA";LIC. ARTE ALBA IULIA;ALBA
LICEUL DE ARTE „SABIN PĂUŢA“ REŞIŢA;LIC DE ARTE „SABIN PĂUŢA“ REŞIŢA;CARAŞ-SEVERIN
"LICEUL DE ARTE ""SIGISMUND TODUȚĂ"" DEVA";"LICEUL DE ARTE ""SIGISMUND TODUȚĂ"" DEVA";HUNEDOARA
"LICEUL DE ARTE ""VICTOR BRAUNER"", MUNICIPIUL PIATRA-NEAMȚ";LAVB, PIATRA NEAMȚ;NEAMŢ
LICEUL DE ARTE VICTOR GIULEANU, MUN. RM. VALCEA;LIC V.GIULEANU RAMNICU VALCEA;VÂLCEA
"LICEUL DE ARTE VIZUALE ""ROMULUS LADEA"" CLUJ-NAPOCA";"LICEUL DE ARTE VIZUALE ""ROMULUS LADEA"" CLUJ-NAPOC";CLUJ
"Liceul de Coregrafie ""Floria Capsali""";"Lic. de Coregrafie ""F. Capsali""";MUNICIPIUL BUCUREŞTI
"LICEUL DE COREGRAFIE ȘI ARTĂ DRAMATICĂ ""OCTAVIAN STROIA"" CLUJ-NAPOCA";"LICEUL DE COREGRAFIE ""OCTAVIAN STROIA"" CLUJ";CLUJ
LICEUL DE INDUSTRIE ALIMENTARA CRAIOVA;LICEUL DE INDUSTRIE ALIMENTARA CRAIOVA;DOLJ
"LICEUL DE INFORMATICĂ ""TIBERIU POPOVICIU"" CLUJ-NAPOCA";"LICEUL DE INFORMATICĂ ""TIBERIU POPOVICIU"" CLUJ";CLUJ
LICEUL DE MARINĂ CONSTANŢA;LIC DE MARINĂ CȚA;CONSTANŢA
"LICEUL DE MUZICĂ ""TUDOR JARDA"" BISTRIȚA";"LIC MUZICĂ ""T.JARDA"" BISTRITA";BISTRIŢA-NĂSĂUD
LICEUL DE TRANSPORTURI AUTO;LIC. AUTO;MEHEDINŢI
"LICEUL DE TRANSPORTURI AUTO ""TRAIAN VUIA"", MUNICIPIUL GALATI";"LIC.""T.VUIA"" GL";GALAŢI
"LICEUL DE TURISM SI ALIMENTATIE ""DUMITRU MOTOC"", MUNICIPIUL GALATI";"LIC.""D.MOTOC"" GL";GALAŢI
"LICEUL ""DEMOSTENE BOTEZ"" TRUŞEŞTI";"LICEUL ""DEMOSTENE BOTEZ"" TRUSESTI";BOTOŞANI
"LICEUL ""DIMITRIE CANTEMIR"" BABADAG";LICEUL BABADAG;TULCEA
"LICEUL ""DIMITRIE CANTEMIR"" DARABANI";"LICEUL ""DIMITRIE CANTEMIR"" DARABANI";BOTOŞANI
"LICEUL ""DIMITRIE NEGREANU"" BOTOSANI";"LICEUL ""DIMITRIE NEGREANU""";BOTOŞANI
"Liceul ""Dimitrie Paciurea""";"Lic. ""Dimitrie Paciurea""";MUNICIPIUL BUCUREŞTI
"LICEUL ""DON ORIONE"" ORADEA";"LICEUL ""DON ORIONE"" ORADEA";BIHOR
"LICEUL ""DR. LAZAR CHIRILA"" BAIA DE ARIES";LIC. BAIA DE ARIES;ALBA
"LICEUL ECONOMIC ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PIATRA-NEAMȚ";"LE ""ALEXANDRU IOAN CUZA"", PIATRA NEAMȚ";NEAMŢ
"Liceul Economic ""Berde Áron"" Sfântu Gheorghe";"LIC. EC. ""BERDE ÁRON"" SFÂNTU GHEORGHE";COVASNA
LICEUL ECONOMIC NĂSĂUD;LIC EC NĂSĂUD;BISTRIŢA-NĂSĂUD
LICEUL ECONOMIC ’VIRGIL MADGEARU’ CONSTANŢA;LIC EC ’VIRGIL MADGEARU’ CȚA;CONSTANŢA
LICEUL 'EDUCAȚIA VIITORULUI' CONSTANȚA;LIC EDUC VIITORULUI;CONSTANŢA
LICEUL ENERGETIC CONSTANȚA;LIC ENERGETIC CȚA;CONSTANŢA
LICEUL ENERGETIC CRAIOVA;LICEUL ENERGETIC CRAIOVA;DOLJ
LICEUL ENERGETIC TG-JIU;LIC ENERGETIC TG-JIU;GORJ
LICEUL FEG;LICEUL FEG;MUNICIPIUL BUCUREŞTI
LICEUL FEG, IASI;LIC FEG IASI;IAŞI
LICEUL GEORGE TARNEA, ORAS BABENI;LIC GEORGE TARNEA BABENI;VÂLCEA
LICEUL GERMAN ”HERMANN OBERTH” VOLUNTARI;LICEUL GERMAN ”HERMANN OBERTH” VOLUNTARI;ILFOV
LICEUL GERMAN SEBES;LIC. GERMAN SEBES;ALBA
"LICEUL ""GH. RUSET ROZNOVANU"", ORAȘ ROZNOV";"L ""GH. RUSET ROZNOVANU"", ROZNOV";NEAMŢ
"LICEUL GRECO-CATOLIC ""INOCHENTIE MICU"" CLUJ-NAPOCA";"LICEUL GRECO-CATOLIC ""INOCHENTIE MICU"" CLUJ-NAPOC";CLUJ
"LICEUL GRECO-CATOLIC ""IULIU MANIU"" ORADEA";"LICEUL GRECO-CATOLIC ""IULIU MANIU"" ORADEA";BIHOR
"Liceul Greco-Catolic ""Timotei Cipariu""";"Lic. Greco-Catolic ""Timotei Cipariu""";MUNICIPIUL BUCUREŞTI
"LICEUL ""HERCULES"" BAILE HERCULANE";"LIC ""HERCULES"" BAILE HERCULANE";CARAŞ-SEVERIN
"LICEUL ""HOREA, CLOSCA SI CRISAN"" ABRUD";"LIC ""HCC"" ABRUD";ALBA
Liceul Internațional Ioanid;Liceul Ioanid;MUNICIPIUL BUCUREŞTI
"LICEUL ""IOAN BUTEANU"" GURAHONŢ";"LICEUL ""IOAN BUTEANU"" GURAHONŢ";ARAD
"Liceul ""Kőrösi Csoma Sándor"" Covasna";"LIC. ""KŐRÖSI CSOMA SÁNDOR"" COVASNA";COVASNA
"LICEUL ""MARIN PREDA"" ODORHEIU SECUIESC";"LIT ""MARIN PREDA"" ODORHEI";HARGHITA
"LICEUL ""MATEI BASARAB"" CRAIOVA";LICEUL MATEI BASARAB CRAIOVA;DOLJ
LICEUL „MATHIAS HAMMER“ ANINA;LIC „MATHIAS HAMMER“ ANINA;CARAŞ-SEVERIN
"LICEUL ""MIHAIL SADOVEANU"", COMUNA BORCA";"L ""MIHAIL SADOVEANU"", BORCA";NEAMŢ
"LICEUL ""MIRON CRISTEA"" SUBCETATE";"LIT ""MIRON CRISTEA"" SUBCETATE";HARGHITA
"LICEUL ""NATANAEL"" SUCEAVA";"LICEUL ""NATANAEL"" SUCEAVA";SUCEAVA
LICEUL NAŢIONAL DE INFORMATICĂ ARAD;LICEUL NAŢIONAL DE INFORMATICĂ ARAD;ARAD
"LICEUL ORTODOX ""EPISCOP ROMAN CIOROGARIU"" ORADEA";"LICEUL ORTODOX ""EPISCOP ROMAN CIOROGARIU"" ORADEA";BIHOR
"LICEUL ORTODOX ""SF. NICOLAE"" ZALĂU";"LIC.ORTODOX ""SF. NICOLAE"" ZALĂU";SĂLAJ
"LICEUL PARTICULAR ""HENRI COANDA"" BAIA MARE";LIC PART H COANDA BM;MARAMUREŞ
LICEUL PARTICULAR NR. 1, SAT BISTRIȚA, COMUNA ALEXANDRU CEL BUN;L PART NR. 1, SAT BISTRIȚA;NEAMŢ
"LICEUL PARTICULAR ""ONICESCU-MIHOC""";"LICEUL PARTICULAR ""ONICESCU-MIHOC""";MUNICIPIUL BUCUREŞTI
"Liceul Pedagogic ""Anastasia Popescu""";"Liceul ""Anastasia Popescu""";MUNICIPIUL BUCUREŞTI
"LICEUL PEDAGOGIC ""BENEDEK ELEK"" ODORHEIU SECUIESC";"LIT ""BENEDEK ELEK"" ODORHEI";HARGHITA
"Liceul Pedagogic ""Bod Péter"" Târgu Secuiesc";"LIC. PED. ""BOD PÉTER"" TÂRGU SECUIESC";COVASNA
"LICEUL PEDAGOGIC ""GHEORGHE ȘINCAI"" ZALĂU";"LIC.PEDAGOGIC ""GH.ȘINCAI"" ZALĂU";SĂLAJ
"LICEUL PEDAGOGIC ""IOAN POPESCU"", MUN. BÂRLAD";LIC PED BÂRLAD;VASLUI
"LICEUL PEDAGOGIC ""MATEI BASARAB"" SLOBOZIA";"LICEUL PED.""MATEI BASARAB"" SLOBOZIA";IALOMIŢA
"LICEUL PEDAGOGIC ""NICOLAE IORGA"" BOTOSANI";"LICEUL PEDAGOGIC ""N. IORGA"" BOTOSANI";BOTOŞANI
"LICEUL PEDAGOGIC ""STEFAN BANULESCU"" CALARASI";"LICEUL PEDAGOGIC ""STEFAN BANULESCU"" CALARASI";CĂLĂRAŞI
"LICEUL PEDAGOGIC ""TARAS SEVCENKO"" SIGHETU MARMATIEI";LPED T SEVCENKO SIGHET;MARAMUREŞ
LICEUL PENITENCIAR JILAVA;LICEUL PENITENCIAR JILAVA;ILFOV
Liceul 'Petru Rareș' Feldioara;Liceul 'Petru Rareș' Feldioara;BRAŞOV
LICEUL PREDA BUZESCU, ORAS BERBESTI;LIC PREDA BUZESCU BERBESTI;VÂLCEA
"LICEUL ""PRIMA SCHOOL"" MUNICIPIUL BUZĂU";LIC PRIMA SCHOOL;BUZĂU
"Liceul ""Profesia""";Liceul Profesia;MUNICIPIUL BUCUREŞTI
"LICEUL ""RADU MIRON"", MUN. VASLUI";LIC RMIRON VS;VASLUI
"LICEUL REFORMAT ""LORANTFFY ZSUZSANNA"" ORADEA";"LICEUL REFORMAT ""LORANTFFY ZSUZSANNA"" ORADEA";BIHOR
LICEUL REFORMAT SATU MARE;LICTEO REFORMAT SM;SATU MARE
"LICEUL REFORMAT ""WESSELENYI"" ZALĂU";"LIC.REFORMAT ""WESSELENYI"" ZALĂU";SĂLAJ
LICEUL ’REGELE CAROL I’ OSTROV;LIC OSTROV;CONSTANŢA
"LICEUL ""REGINA MARIA"" DOROHOI";"LICEUL ""REGINA MARIA"" DOROHOI";BOTOŞANI
"LICEUL ROMANO-CATOLIC ""JOSEPHUS CALASANTIUS"" CAREI";LIC ROM-CAT CAREI;SATU MARE
Liceul ''Româno-Finlandez'';Liceul ''Româno-Finlandez'';MUNICIPIUL BUCUREŞTI
"LICEUL SANITAR ""ANTIM IVIREANU"", MUN. RM. VALCEA";LIC SANITAR A.IVIREANU RM.VALCEA;VÂLCEA
"LICEUL ""SEVER BOCU"" LIPOVA";"LICEUL ""SEVER BOCU"" LIPOVA";ARAD
Liceul 'Sextil Pușcariu' Bran;Liceul Bran;BRAŞOV
LICEUL SILVIC GURGHIU;LIC. SILVIC GURGHIU;MUREŞ
"LICEUL SILVIC ""TRANSILVANIA"" NĂSĂUD";"LIC SILVIC ""TRANSILVANIA"" NĂSĂUD";BISTRIŢA-NĂSĂUD
"LICEUL ""SIMION MEHEDINTI"" VIDRA";"LIC. ""SIMION MEHEDINTI"" VIDRA";VRANCEA
"LICEUL ""SIMION STOLNICU"", ORAȘUL COMARNIC";"LICEUL ""S.STOLNICU"" COMARNIC";PRAHOVA
LICEUL SPECIAL ”MOLDOVA”, TÂRGU FRUMOS;LIC SPEC ”MOLDOVA” TG. FRUMOS;IAŞI
LICEUL SPECIAL PENTRU DEFICIENȚI DE VEDERE CLUJ-NAPOCA;LICEUL SPECIAL PENTRU DEFICIENȚI DE VEDERE CLUJ;CLUJ
LICEUL SPECIAL PENTRU DEFICIENȚI DE VEDERE MUNICIPIUL BUZĂU;LSDV BZ;BUZĂU
"LICEUL SPECIAL ""SFÂNTA MARIA"" ARAD";"LICEUL SPECIAL ""SFÂNTA MARIA"" ARAD";ARAD
"LICEUL ""ȘTEFAN CEL MARE"", SAT CODĂEȘTI";LIC CODĂEȘTI;VASLUI
"LICEUL ""ȘTEFAN DIACONESCU"" POTCOAVA";"LICEUL ""ST.DIACONESCU"" POTCOAVA";OLT
"LICEUL ""ȘTEFAN PROCOPIU"", MUN. VASLUI";LIC ȘTEFAN PROCOPIU;VASLUI
Liceul 'Șt.O.Iosif' Rupea;Liceul 'Șt.O.Iosif' Rupea;BRAŞOV
LICEUL TEHNIC MUNICIPIUL BUZĂU;LICEUL TEHNIC BUZĂU;BUZĂU
"LICEUL TEHNOLOGIC ADMINISTRATIV ȘI DE SERVICII ""VICTOR SLĂVESCU"", MUNICIPIUL PLOIEȘTI";LICEUL TEHNOLOGIC ’VICTOR SLAVESCU’ PL;PRAHOVA
"LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" CIUMBRUD";"LIC.TEH. ""A. BORZA""CIUMBRUD";ALBA
"LICEUL TEHNOLOGIC AGRICOL ""ALEXANDRU BORZA"" GEOAGIU";"LICEUL AGRICOL ""ALEXANDRU BORZA"" GEOAGIU";HUNEDOARA
"LICEUL TEHNOLOGIC AGRICOL ""ALEXIU BERINDE"" SEINI";LTH A BERINDE SEINI;MARAMUREŞ
LICEUL TEHNOLOGIC AGRICOL BECLEAN;LIC TEH AGRICOL BECLEAN;BISTRIŢA-NĂSĂUD
LICEUL TEHNOLOGIC AGRICOL BISTRIȚA;LIC TEH AGRICOL BISTRIȚA;BISTRIŢA-NĂSĂUD
LICEUL TEHNOLOGIC AGRICOL, COMUNA BĂRCĂNEȘTI;LICEUL TEHNOLOGIC AGRICOL BARCANESTI;PRAHOVA
LICEUL TEHNOLOGIC AGRICOL COMUNA SMEENI;LIC TEH SMEENI;BUZĂU
"LICEUL TEHNOLOGIC AGRICOL ""MIHAIL KOGALNICEANU"", MIROSLAVA";LIC TEH AGR MIROSLAVA;IAŞI
"LICEUL TEHNOLOGIC AGRICOL ""NICOLAE CORNĂȚEANU"" TULCEA";LICEUL AGRICOL TULCEA;TULCEA
"LICEUL TEHNOLOGIC AGROINDUSTRIAL ""TAMASI ARON"" BORȘ";"LICEUL TEHNOLOGIC AGROINDUSTRIAL ""T. ARON"" BORȘ";BIHOR
"LICEUL TEHNOLOGIC AGROMONTAN ""ROMEO CONSTANTINESCU"", ORAȘUL VĂLENII DE MUNTE";"LICEUL TEHN.""R.CONSTANTINESCU"" VALENI DE MUNTE";PRAHOVA
LICEUL TEHNOLOGIC AIUD;LIC. TEH. AIUD;ALBA
"LICEUL TEHNOLOGIC ""ALEXANDRU BORZA"" CLUJ-NAPOCA";"LICEUL TEHNOLOGIC ""ALEXANDRU BORZA"" CLUJ-NAPOCA";CLUJ
"LICEUL TEHNOLOGIC ""ALEXANDRU DOMSA"" ALBA IULIA";"LIC.TEHN. ""AL.DOMSA"" ALBA IULIA";ALBA
"LICEUL TEHNOLOGIC ""ALEXANDRU FILIPASCU"" PETROVA";LTH A FILIPASCU PETROVA;MARAMUREŞ
"LICEUL TEHNOLOGIC ""ALEXANDRU IOAN CUZA"", MUN. BÂRLAD";LIC_TEHN AL.I.CUZA;VASLUI
"LICEUL TEHNOLOGIC ""ALEXANDRU IOAN CUZA"" PANCIU";"LIC. TEHN. ""ALEXANDRU IOAN CUZA"" PANCIU";VRANCEA
"LICEUL TEHNOLOGIC ""ALEXANDRU MACEDONSKI"" MELINESTI";LICEUL MELINESTI;DOLJ
"LICEUL TEHNOLOGIC ""ALEXANDRU VLAHUŢĂ"" PODU TURCULUI";"LICEUL TEH ""AL. VLAHUTA"" P. TURCULUI";BACĂU
"LICEUL TEHNOLOGIC ""ALEXE MARIN"" SLATINA";"LICEUL TEHN ""ALEXE MARIN"" SLATINA";OLT
"LICEUL TEHNOLOGIC ""AL.IOAN CUZA"" SLOBOZIA";"LICEUL TEH.""AL.IOAN CUZA"" SLOBOZIA";IALOMIŢA
"LICEUL TEHNOLOGIC ""AL.VLAHUTA"" SENDRICENI";"LICEUL TEHNOLOGIC ""AL.VLAHUTA"" SENDRICENI";BOTOŞANI
"LICEUL TEHNOLOGIC ""ANDREI ȘAGUNA"" BOTOROAGA";"LTH ""ANDREI ȘAGUNA"" BOTOROAGA";TELEORMAN
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY""";"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY""";BRĂILA
"LICEUL TEHNOLOGIC ""ANGHEL SALIGNY"" BACĂU";LICEUL TEHNOLOGIC A.SALIGNY BACĂU;BACĂU
