name;short_name;county_id
LICEUL TEHNOLOGIC PUCIOASA;LICEUL TEHNOLOGIC PUCIOASA;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""PUSKÁS TIVADAR"" DITRĂU";"GRI ""PUSKAS TIVADAR"" DITRAU";HARGHITA
"Liceul Tehnologic ""Puskás Tivadar"" Sfântu Gheorghe";"LIC. TEHN. ""PUSKÁS TIVADAR"" SFÂNTU GHEORGHE";COVASNA
"LICEUL TEHNOLOGIC ""RADU NEGRU"", LOCALITATEA GALATI";"LIC.TEH.""R.NEGRU"" GL";GALAŢI
LICEUL TEHNOLOGIC ’RADU PRIŞCU’ DOBROMIR;LIC TEHNOLOGIC DOBROMIR;CONSTANŢA
LICEUL TEHNOLOGIC RĂCHITOASA;LICEUL TEHNOLOGIC RACHITOASA;BACĂU
Liceul Tehnologic Râșnov;Liceul Tehnologic Râșnov;BRAŞOV
LICEUL TEHNOLOGIC REGELE MIHAI I CURTEA DE ARGEȘ;LIC.TEH. FORESTIER CURTEA DE ARGEȘ;ARGEŞ
LICEUL TEHNOLOGIC ”REGELE MIHAI I” SĂVÂRŞIN;LICEUL TEHNOLOGIC ”REGELE MIHAI I” SĂVÂRŞIN;ARAD
LICEUL TEHNOLOGIC REPEDEA;LTH REPEDEA;MARAMUREŞ
"LICEUL TEHNOLOGIC ""RETEZAT"" URICANI";"LICEUL TEHNOLOGIC ""RETEZAT"" URICANI";HUNEDOARA
"LICEUL TEHNOLOGIC ""ROMULUS PARASCHIVOIU"" LOVRIN";LIC. TEH. R. PARASCHIVOIU LOVRIN;TIMIŞ
LICEUL TEHNOLOGIC ROSIA DE AMARADIA;LIC TEH ROSIA DE AMARADIA;GORJ
LICEUL TEHNOLOGIC ROSIA JIU, FARCASESTI;LIC.TEH. ROSIA JIU FARCASESTI;GORJ
LICEUL TEHNOLOGIC RUSCOVA;LTH RUSCOVA;MARAMUREŞ
"LICEUL TEHNOLOGIC ""SANDU ALDEA"" CALARASI";"LICEUL TEHNOLOGIC ""SANDU ALDEA"" CALARASI";CĂLĂRAŞI
"LICEUL TEHNOLOGIC SANITAR ""VASILE VOICULESCU"" ORADEA";"LICEUL TEHNOLOGIC SANITAR ""V.VOICULESCU"" ORADEA";BIHOR
LICEUL TEHNOLOGIC, SAT CIORANII DE JOS, COMUNA CIORANI;LICEUL TEHNOLOGIC CIORANII DE JOS;PRAHOVA
LICEUL TEHNOLOGIC, SAT MĂRGĂRIŢI COMUNA BECENI;LICEUL BECENI;BUZĂU
LICEUL TEHNOLOGIC, SAT PUIEȘTI;LIC_TEHN PUIEȘTI;VASLUI
LICEUL TEHNOLOGIC, SAT VLADIA;LIC_TEHN VLADIA;VASLUI
"LICEUL TEHNOLOGIC ""SAVA BRANCOVICI"" INEU";"LICEUL TEHNOLOGIC ""SAVA BRANCOVICI"" INEU";ARAD
LICEUL TEHNOLOGIC SEBES;LIC.TEH. SEBES;ALBA
"Liceul Tehnologic ""Sf. Antim Ivireanu""";"Lic. Tehnol. ""Sf. Antim Ivireanu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC ""SF. HARALAMBIE"" TURNU MĂGURELE";"LTH ""SF. HARALAMBIE"" TURNU MĂGURELE";TELEORMAN
"LICEUL TEHNOLOGIC ""SF. MUCENIC SAVA"" COMUNA BERCA";LIC TEH BERCA;BUZĂU
"LICEUL TEHNOLOGIC ""SFANTUL IOAN"", LOCALITATEA GALATI";"LIC.TEH.""SF.IOAN"" GL";GALAŢI
"LICEUL TEHNOLOGIC ""SFÂNTU NICOLAE"" DETA";"LIC.TEHN. ""SF.NICOLAE"" DETA";TIMIŞ
"LICEUL TEHNOLOGIC ""SFÂNTUL GHEORGHE"" SÂNGEORGIU DE PĂDURE";"LIC. TEHN. ""SF. GHEORGHE"" SÂNGEORGIU DE PĂDURE";MUREŞ
"LICEUL TEHNOLOGIC ""SFÂNTUL IOAN DE LA SALLE"", SAT PILDEȘTI, COMUNA CORDUN";"LT ""SFÂNTUL IOAN DE LA SALLE"", PILDEȘTI";NEAMŢ
Liceul Tehnologic ”Sfântul Pantelimon”;Lic.Tehn. ”Sfântul Pantelimon”;MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC „SF.DIMITRIE“ TEREGOVA;LTH TEREGOVA;CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""SF.ECATERINA"" URZICENI";"LICEUL TEH.""SF.ECATERINA"" URZICENI";IALOMIŢA
LICEUL TEHNOLOGIC SILVIC CIMPENI;LIC. TEH. SILVIC CIMPENI;ALBA
Liceul Tehnologic Silvic 'Dr. Nicolae Rucăreanu' Brașov;Liceul Silvic Brașov;BRAŞOV
"LICEUL TEHNOLOGIC ""SIMION BĂRNUȚIU"" CAREI";"LTEH ""SIMION BĂRNUȚIU"" CAREI";SATU MARE
"LICEUL TEHNOLOGIC ""SIMION LEONESCU"" LUNCAVIŢA";"LICEUL ""S. LEONESCU"" LUNCAVIȚA";TULCEA
"LICEUL TEHNOLOGIC ""SIMION MEHEDINTI"", LOCALITATEA GALATI";"LIC.TEH.""S.MEHEDINTI"" GL";GALAŢI
"LICEUL TEHNOLOGIC ""SOMEȘ"" DEJ";"LICEUL TEHNOLOGIC ""SOMEȘ"" DEJ";CLUJ
"LICEUL TEHNOLOGIC ""SÖVÉR ELEK"" JOSENI";"GRI ""SOVER ELEK"" JOSENI";HARGHITA
"LICEUL TEHNOLOGIC SPECIAL ""BEETHOVEN"" CRAIOVA";LICEUL SPECIAL BEETHOVEN CRAIOVA;DOLJ
LICEUL TEHNOLOGIC SPECIAL BIVOLARIE;LICEUL TEHNOLOGIC SPECIAL BIVOLARIE;SUCEAVA
LICEUL TEHNOLOGIC SPECIAL DEJ;LICEUL TEHNOLOGIC SPECIAL DEJ;CLUJ
LICEUL TEHNOLOGIC SPECIAL DROBETA;LIC.TEH. DROBETA;MEHEDINŢI
"LICEUL TEHNOLOGIC SPECIAL ""GHEORGHE ATANASIU"" TIMIȘOARA";LIC.TEH. SPEC.GHEORGHE ATANASIU TIMISOARA;TIMIŞ
LICEUL TEHNOLOGIC SPECIAL GHERLA;LICEUL TEHNOLOGIC SPECIAL GHERLA;CLUJ
Liceul Tehnologic Special nr. 3;Lic.Tehn.Spec.nr. 3;MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC SPECIAL NR.1 ORADEA;LICEUL TEHNOLOGIC SPECIAL NR.1 ORADEA;BIHOR
LICEUL TEHNOLOGIC SPECIAL PENTRU COPII CU DEFICIENȚE AUDITIVE MUNICPIUL BUZĂU;LIC DEF AUD BUZĂU;BUZĂU
LICEUL TEHNOLOGIC SPECIAL PENTRU DEFICIENȚI DE AUZ CLUJ-NAPOCA;LICEUL TEHNOLOGIC SPECIAL PENTRU DEF. DE AUZ CLUJ;CLUJ
Liceul Tehnologic Special ”Regina Elisabeta”;Lic.Tehn.Spec. ”Regina Elisabeta”;MUNICIPIUL BUCUREŞTI
"LICEUL TEHNOLOGIC SPECIAL ""VASILE PAVELCU"", IAȘI";"LIC SPEC ""V. PAVELCU"" IASI";IAŞI
"LICEUL TEHNOLOGIC SPECIAL""PELENDAVA"" CRAIOVA";"LIC. SPECIAL ""PELENDAVA"" CRAIOVA";DOLJ
LICEUL TEHNOLOGIC ”SPIRU HARET” TÂRGOVIȘTE;LICEUL TEHNOLOGIC ”SPIRU HARET” TÂRGOVIȘTE;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""STĂNESCU VALERIAN"" TÂRNAVA";"LIC TEHN ""STĂNESCU VALERIAN"" TIRNAVA";SIBIU
"LICEUL TEHNOLOGIC ""STEFAN ANGHEL"" BAILESTI";LICEUL STEFAN ANGHEL BAILESTI;DOLJ
"LICEUL TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA";"LIC. TEHNOLOGIC ""STEFAN CEL MARE SI SFANT"" VORONA";BOTOŞANI
"LICEUL TEHNOLOGIC ""STEFAN HELL"" SÂNTANA";"LICEUL TEHNOLOGIC ""STEFAN HELL"" SÂNTANA";ARAD
"LICEUL TEHNOLOGIC ""STEFAN MANCIULEA"" BLAJ";"LIC.TEH. ""ST. MANCIULEA"" BLAJ";ALBA
"LICEUL TEHNOLOGIC ""STEFAN MILCU"" CALAFAT";LICEUL STEFAN MILCU CALAFAT;DOLJ
"LICEUL TEHNOLOGIC ""STEFAN ODOBLEJA"" CRAIOVA";LICEUL STEFAN ODOBLEJA CRAIOVA;DOLJ
LICEUL TEHNOLOGIC STOINA;LIC TEH STOINA;GORJ
"LICEUL TEHNOLOGIC ""SZÉKELY KÁROLY"" MIERCUREA CIUC";"GRI ""SZEKELY KAROLY"" MIERCUREA CIUC";HARGHITA
LICEUL TEHNOLOGIC ”ȘTEFAN CEL MARE” CAJVANA;LICEUL TEHNOLOGIC ”ȘTEFAN CEL MARE” CAJVANA;SUCEAVA
"LICEUL TEHNOLOGIC ""TARA MOTILOR"" ALBAC";LIC.TEH. ALBAC;ALBA
LICEUL TEHNOLOGIC TARNA MARE;LTEH TARNA MARE;SATU MARE
"LICEUL TEHNOLOGIC ""TASE DUMITRESCU"", ORAȘUL MIZIL";"LICEUL TEHNOLOGIC ""TASE DUMITRESCU"" MIZIL";PRAHOVA
LICEUL TEHNOLOGIC TĂȘNAD;LTEH TĂȘNAD;SATU MARE
LICEUL TEHNOLOGIC TÂRGU OCNA;LICEUL TEHNOLOGIC TÂRGU OCNA;BACĂU
LICEUL TEHNOLOGIC TÂRNĂVENI;LIC. TEHN. TÂRNĂVENI;MUREŞ
LICEUL TEHNOLOGIC TELCIU;LIC TEH TELCIU;BISTRIŢA-NĂSĂUD
"LICEUL TEHNOLOGIC ""TEODOR DIAMANT"", ORAȘUL BOLDEȘTI-SCĂENI";"LICEUL TEHNOLOGIC ""TEODOR DIAMANT"" BOLDESTI-SCAEN";PRAHOVA
Liceul Tehnologic Theodor Pallady;Lic.Teh. Theodor Pallady;MUNICIPIUL BUCUREŞTI
LICEUL TEHNOLOGIC TICLENI;LIC TEH TICLENI;GORJ
"LICEUL TEHNOLOGIC ""TIMOTEI CIPARIU"" BLAJ";"LIC.TEH. ""T.CIPARIU"" BLAJ";ALBA
LICEUL TEHNOLOGIC TISMANA;LIC TEH TISMANA;GORJ
LICEUL TEHNOLOGIC ”TIU DUMITRESCU” MIHĂILEȘTI;"LIC.TEHNOLOGIC ""TIU DUMITRESCU"" MIHAILESTI";GIURGIU
"LICEUL TEHNOLOGIC ""TIVAI NAGY IMRE"" SÂNMARTIN";"GRI ""TIVAI NAGY IMRE"" SÂNMARTIN";HARGHITA
LICEUL TEHNOLOGIC TODIRENI;LICEUL TEHNOLOGIC TODIRENI;BOTOŞANI
"LICEUL TEHNOLOGIC ""TOMA SOCOLESCU"", MUNICIPIUL PLOIEȘTI";"LICEUL TEHNIC ""TOMA SOCOLESCU"" PLOIESTI";PRAHOVA
LICEUL TEHNOLOGIC ’TOMIS’ CONSTANŢA;LIC TEH ’TOMIS’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC ""TOMȘA VODĂ"" SOLCA";"LICEUL TEHNOLOGIC ""TOMȘA VODĂ"" SOLCA";SUCEAVA
LICEUL TEHNOLOGIC TOPOLOG;LICEUL TOPOLOG;TULCEA
LICEUL TEHNOLOGIC TOPOLOVENI;LIC.TEH. TOPOLOVENI;ARGEŞ
LICEUL TEHNOLOGIC TOPRAISAR;LIC TEHNOLOGIC TOPRAISAR;CONSTANŢA
"LICEUL TEHNOLOGIC ""TRAIAN GROZĂVESCU"" NĂDRAG";LIC.TEH. TR.GROZAVESCU NADRAG;TIMIŞ
"LICEUL TEHNOLOGIC ""TRAIAN SĂVULESCU"" MUNICIPIUL RÎMNICU SĂRAT";LIC.TEH.SĂVULESCU;BUZĂU
"LICEUL TEHNOLOGIC ""TRAIAN VUIA"" TAUTII-MAGHERAUS";LTH T VUIA TAUTII-MAGHERAUS;MARAMUREŞ
"LICEUL TEHNOLOGIC ""TRAIAN VUIA"" TÎRGU MUREȘ";"LIC. TEHN. ""T. VUIA"" TG. MUREȘ";MUREŞ
"LICEUL TEHNOLOGIC ""TRANDAFIR COCÂRLĂ"" CARANSEBEŞ";"LTH ""TRANDAFIR COCÂRLĂ"" CARANSEBEŞ";CARAŞ-SEVERIN
"LICEUL TEHNOLOGIC ""TRANSILVANIA"" BAIA MARE";LTH TRANSILVANIA BM;MARAMUREŞ
"LICEUL TEHNOLOGIC ""TRANSILVANIA"" DEVA";"LICEUL TEHNOLOGIC ""TRANSILVANIA"" DEVA";HUNEDOARA
LICEUL TEHNOLOGIC TRANSPORTURI AUTO CALARASI;LIC. TEHNOLOGIC DE TRANSPORTURI AUTO CALARASI;CĂLĂRAŞI
LICEUL TEHNOLOGIC TRANSPORTURI AUTO TIMIȘOARA;LIC.TEH. TRANSP.AUTO TIMISOARA;TIMIŞ
LICEUL TEHNOLOGIC TRANSPORTURI CAI FERATE CRAIOVA;LICEUL TRANSPORTURI CFR CRAIOVA;DOLJ
"LICEUL TEHNOLOGIC ""TUDOR VLADIMIRESCU""";LIC.TEH.T.VLADIMIRESCU;MEHEDINŢI
"LICEUL TEHNOLOGIC ""TUDOR VLADIMIRESCU"", COMUNA TUDOR VLADIMIRESCU";"LIC.TEH.""T.VLADIMIRESCU"" T.VLADIM.";GALAŢI
LICEUL TEHNOLOGIC TUFENI;LICEUL TEHNOLOGIC TUFENI;OLT
LICEUL TEHNOLOGIC TURBUREA;LIC TEH TURBUREA;GORJ
LICEUL TEHNOLOGIC TURCENI;LIC TEH TURCENI;GORJ
LICEUL TEHNOLOGIC ŢĂNDĂREI;LICEUL TEH.ŢĂNDĂREI;IALOMIŢA
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" ARAD";"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" ARAD";ARAD
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" BAIA MARE";LTH UCECOM SPIRU HARET BM;MARAMUREŞ
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" BREAZA";"LICEUL UCECOM ""SPIRU HARET"" BREAZA";PRAHOVA
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" CLUJ-NAPOCA";"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" CLUJ-NAPOCA";CLUJ
LICEUL TEHNOLOGIC UCECOM ’SPIRU HARET’ CONSTANŢA;LIC TEHNOLOGIC ’SPIRU HARET’ CȚA;CONSTANŢA
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" CRAIOVA";LICEUL UCECOM;DOLJ
LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”, IASI;LIC TEH UCECOM IASI;IAŞI
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" PLOIEȘTI";"LICEUL UCECOM ""SPIRU HARET"" PLOIESTI";PRAHOVA
"LICEUL TEHNOLOGIC UCECOM ""SPIRU HARET"" TIMIȘOARA";"LIC. TEH. UCECOM ""SPIRU HARET"" TIMISOARA";TIMIŞ
LICEUL TEHNOLOGIC ”UDREA BĂLEANU” BĂLENI;LICEUL TEHNOLOGIC ”UDREA BĂLEANU’ BĂLENI;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""UNIO-TRAIAN VUIA"" SATU MARE";"LTEH ""UNIO-TRAIAN VUIA"" SM";SATU MARE
"LICEUL TEHNOLOGIC ""UNIREA"" ȘTEI";"LICEUL TEHNOLOGIC ""UNIREA"" ȘTEI";BIHOR
LICEUL TEHNOLOGIC URZICENI;LICEUL TEH.URZICENI;IALOMIŢA
"LICEUL TEHNOLOGIC ""VALERIU BRANIȘTE"" LUGOJ";"LIC. TEH. ""V. BRANISTE"" LUGOJ";TIMIŞ
"LICEUL TEHNOLOGIC ""VASILE COCEA"" MOLDOVIȚA";"LICEUL TEHNOLOGIC ""VASILE COCEA"" MOLDOVIȚA";SUCEAVA
"LICEUL TEHNOLOGIC ""VASILE DEAC"" VATRA DORNEI";LICEUL TEHNOLOGIC ”VASILE DEAC” VATRA DORNEI;SUCEAVA
"LICEUL TEHNOLOGIC ""VASILE GHERASIM"" MARGINEA";LICEUL TEHNOLOGIC ”V. GHERASIM” MARGINEA;SUCEAVA
"LICEUL TEHNOLOGIC ""VASILE JUNCU"" MINIŞ";"LICEUL TEHNOLOGIC ""VASILE JUNCU"" MINIŞ";ARAD
"LICEUL TEHNOLOGIC ""VASILE NETEA"" DEDA";"LIC. TEHN. ""V.NETEA"" DEDA";MUREŞ
"LICEUL TEHNOLOGIC ""VASILE SAV"", MUNICIPIUL ROMAN";LTVS, ROMAN;NEAMŢ
LICEUL TEHNOLOGIC VĂLENI;LICEUL TEH. VALENI;OLT
LICEUL TEHNOLOGIC VEDEA;LIC.TEH. VEDEA;ARGEŞ
"LICEUL TEHNOLOGIC ""VENCZEL JÓZSEF"" MIERCUREA CIUC";"GRI ""VENCZEL JOZSEF"" MIERECUREA CIUC";HARGHITA
"LICEUL TEHNOLOGIC ""VICTOR FRUNZĂ"" MUNICIPIUL RÎMNICU SĂRAT";LIC.TEH.V.FRUNZĂ;BUZĂU
Liceul Tehnologic 'Victor Jinga' Săcele;Liceul Tehnologic 'Victor Jinga' Săcele;BRAŞOV
"LICEUL TEHNOLOGIC ""VICTOR MIHĂILESCU CRAIU"", BELCEŞTI";LIC TEH BELCESTI;IAŞI
"LICEUL TEHNOLOGIC ""VICTOR SLĂVESCU"" RUCĂR";LIC.TEH. VICTOR SLĂVESCU RUCĂR;ARGEŞ
LICEUL TEHNOLOGIC VINGA;LICEUL TEHNOLOGIC VINGA;ARAD
"LICEUL TEHNOLOGIC ""VINTILĂ BRĂTIANU"" DRAGOMIREȘTI VALE";"LICEUL TEHNOLOG""VINTILA BRATIANU"" DRAGOMIRESTI VAL";ILFOV
"LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" CLUJ-NAPOCA";"LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" CLUJ-NAPOCA";CLUJ
"LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" ROȘIORI DE VEDE";"LTH ""VIRGIL MADGEARU"" ROȘIORI DE VEDE";TELEORMAN
"LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" SUCEAVA";"LICEUL TEHNOLOGIC ""VIRGIL MADGEARU"" SUCEAVA";SUCEAVA
LICEUL TEHNOLOGIC VISEU DE SUS;LTH VISEU;MARAMUREŞ
LICEUL TEHNOLOGIC VITOMIREȘTI;LICEUL TEH. VITOMIRESTI;OLT
"LICEUL TEHNOLOGIC ""VLĂDEASA"" HUEDIN";"LICEUL TEHNOLOGIC ""VLĂDEASA"" HUEDIN";CLUJ
LICEUL TEHNOLOGIC, VLĂDENI;LIC TEH VLADENI;IAŞI
"LICEUL TEHNOLOGIC ""VOIEVODUL GELU"" ZALĂU";"LIC.TEHNOLOGIC ""V.GELU"" ZALĂU";SĂLAJ
LICEUL TEHNOLOGIC VOINEȘTI;LICEUL TEHNOLOGIC VOINEȘTI;DÂMBOVIŢA
"LICEUL TEHNOLOGIC ""ZEYK DOMOKOS"" CRISTURU SECUIESC";"GRI ""ZEYK DOMOKOS"" CRISTUR";HARGHITA
"LICEUL TEHNOLOGIC ""ZIMMETHAUSEN"" BORSEC";"GRI ""ZIMMETHAUSEN"" BORSEC";HARGHITA
"LICEUL TEHNOLOGIC ""1 MAI"", MUNICIPIUL PLOIEȘTI";"LICEUL TEHNOLOGIC ""1 MAI"", MUNICIPIUL PLOIESTI";PRAHOVA
LICEUL TEOLOGIC ADVENTIST CRAIOVA;LICEUL TEOLOGIC ADVENTIST CRAIOVA;DOLJ
"LICEUL TEOLOGIC ADVENTIST ""MARANATHA"" CLUJ-NAPOCA";"LICEUL TEOLOGIC ADVENTIST ""MARANATHA"" CLUJ-NAPOCA";CLUJ
"Liceul Teologic Adventist ""Ştefan Demetrescu""";"Lic. Teo. Adv. ""Şt. Demetrescu""";MUNICIPIUL BUCUREŞTI
"LICEUL TEOLOGIC BAPTIST ""ALEXA POPOVICI"" ARAD";"LICEUL TEOLOGIC BAPTIST ""ALEXA POPOVICI"" ARAD";ARAD
"LICEUL TEOLOGIC BAPTIST ""BETANIA"" SIBIU";LICEUL BETANIA SIBIU;SIBIU
"LICEUL TEOLOGIC BAPTIST ""EMANUEL"" CLUJ-NAPOCA";"LICEUL TEOLOGIC BAPTIST ""EMANUEL"" CLUJ-NAPOCA";CLUJ
"LICEUL TEOLOGIC BAPTIST ""EMANUEL"" ORADEA";"LICEUL TEOLOGIC BAPTIST ""EMANUEL"" ORADEA";BIHOR
"Liceul Teologic Baptist ""Logos""";"Lic.Teol.Baptist ""Logos""";MUNICIPIUL BUCUREŞTI
LICEUL TEOLOGIC BAPTIST REŞIŢA;LIC TEOLOGIC BAPTIST;CARAŞ-SEVERIN
LICEUL TEOLOGIC BAPTIST TIMIȘOARA;LIC.TEOLOGIC BAPTIST TIMISOARA;TIMIŞ
"LICEUL TEOLOGIC ""ELIM"" PITEȘTI";LIC.TEOL. ELIM PITEȘTI;ARGEŞ
"LICEUL TEOLOGIC ""EPISCOP MELCHISEDEC"", MUNICIPIUL ROMAN";"L TEOL ""EPISCOP MELCHISEDEC"", ROMAN";NEAMŢ
"LICEUL TEOLOGIC ""FERICITUL IEREMIA"" ONEŞTI";"LICEUL TEOLOGIC ""FERICITUL IEREMIA"" ONEŞTI";BACĂU
"LICEUL TEOLOGIC GRECO-CATOLIC ""SFANTUL VASILE CEL MARE"" BLAJ";LIC. TEOLOGIC BLAJ;ALBA
"LICEUL TEOLOGIC ORTODOX ""CUVIOASA PARASCHEVA"", COMUNA AGAPIA";"LIC TEOL ""CUVIOASA PARASCHEVA"", AGAPIA";NEAMŢ
"LICEUL TEOLOGIC ORTODOX ""NICOLAE STEINHARDT"" SATU MARE";"LICTEO ""NICOLAE STEINHARDT""";SATU MARE
Liceul Teologic Ortodox 'Sf. Constantin Brâncoveanu' Făgăraș;Liceul Teologic Ortodox Făgăraș;BRAŞOV
"LICEUL TEOLOGIC ORTODOX ""SFÂNTUL ANTIM IVIREANUL"" TIMIȘOARA";LIC.TEOLOG.ORT. SF. ANTIM IVIREANUL TIMISOARA;TIMIŞ
"LICEUL TEOLOGIC ORTODOX ""SFINȚII ÎMPARAȚI CONSTANTIN ȘI ELENA"", MUNICIPIUL PIATRA-NEAMȚ";"LIC TEO ""SF. ÎMP C-TIN ȘI ELENA"", PIATRA NEAMȚ";NEAMŢ
LICEUL TEOLOGIC PENTICOSTAL ARAD;LICEUL TEOLOGIC PENTICOSTAL ARAD;ARAD
LICEUL TEOLOGIC PENTICOSTAL BAIA MARE;LTEOL PENTICOSTAL BM;MARAMUREŞ
"LICEUL TEOLOGIC PENTICOSTAL ""BETEL"" ORADEA";"LICEUL TEOLOGIC PENTICOSTAL ""BETEL"" ORADEA";BIHOR
"Liceul Teologic Penticostal ""Emanuel""";"Lic. Teo. Penti. ""Emanuel""";MUNICIPIUL BUCUREŞTI
LICEUL TEOLOGIC PENTICOSTAL LOGOS TIMIȘOARA;LIC. TEOLOGIC LOGOS TIMISOARA;TIMIŞ
LICEUL TEOLOGIC REFORMAT CLUJ-NAPOCA;LICEUL TEOLOGIC REFORMAT CLUJ-NAPOCA;CLUJ
Liceul Teologic Reformat Sfântu Gheorghe;LIC. TEOL. REF. SFÂNTU GHEORGHE;COVASNA
Liceul Teologic Reformat Târgu Secuiesc;LIC. TEOL. REF. TÂRGU SECUIESC;COVASNA
"LICEUL TEOLOGIC ROMANO-CATOLIC "" II. RÁKÓCZI FERENC"" TÎRGU MUREȘ";LIC. TEOL. ROMANO-CATOLIC TÎRGU MUREȘ;MUREŞ
"LICEUL TEOLOGIC ROMANO-CATOLIC ""GERHARDINUM"" TIMIȘOARA";LIC.TEOLOGIC GERHARDINUM TIMISOARA;TIMIŞ
"LICEUL TEOLOGIC ROMANO-CATOLIC ""GROF MAJLATH GUSZTAV KAROLY"" ALBA IULIA";LIC.TEOL.ROM.-CAT.ALBA IULIA;ALBA
"LICEUL TEOLOGIC ROMANO-CATOLIC ""HAM JANOS"" SATU MARE";"LICTEO ""HAM JANOS"" SM";SATU MARE
"LICEUL TEOLOGIC ROMANO-CATOLIC ""SEGITŐ MÁRIA"" MIERCUREA CIUC";"STE ""SEGITO MARIA"" MIERCUREA CIUC";HARGHITA
"LICEUL TEOLOGIC ROMANO-CATOLIC ""SFÂNTUL FRANCISC DE ASSISI"", MUNICIPIUL ROMAN";"L TEOL ""SFÂNTUL FRANCISC DE ASSISI"", ROMAN";NEAMŢ
"LICEUL TEOLOGIC ROMANO-CATOLIC ""SZENT ERZSÉBET"" LUNCA DE SUS";"STE ""SZENT ERZSEBET"" LUNCA DE SUS";HARGHITA
"LICEUL TEOLOGIC ROMANO-CATOLIC ""SZENT LASZLO"" ORADEA";"LIC. TEOL. ROMANO-CATOLIC ""SZENT LASZLO"" ORADEA";BIHOR
LICEUL TEOLOGIC TG-JIU;LIC. TEOLOGIC TG-JIU;GORJ
"LICEUL TEOLOGIC UNITARIAN ""BERDE MÓZES"" CRISTURU SECUIESC";STE UNITARIAN CRISTUR;HARGHITA
"LICEUL TEORETIC ""ADAM MULLER GUTTENBRUNN"" ARAD";"LICEUL TEORETIC ""A.M.GUTTENBRUNN"" ARAD";ARAD
"LICEUL TEORETIC ""ADRIAN PAUNESCU"" BARCA";LICEUL TEORETIC BARCA;DOLJ
Liceul Teoretic ”Ady Endre”;Lic.Teor. ”Ady Endre”;MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""ADY ENDRE"" ORADEA";"LICEUL TEORETIC ""ADY ENDRE"" ORADEA";BIHOR
"LICEUL TEORETIC ""ALEXANDRU GHICA"" ALEXANDRIA";"LTE ""AL.D. GHICA"" ALEXANDRIA";TELEORMAN
"Liceul Teoretic ""Alexandru Ioan Cuza""";"Lic.Teor. ""Al.I.Cuza""";MUNICIPIUL BUCUREŞTI
"LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"" CORABIA";"LICEUL TEO ""AL.I.CUZA"" CORABIA";OLT
"LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"", IAŞI";"LIC ""AL.I.CUZA"" IASI";IAŞI
"LICEUL TEORETIC ""ALEXANDRU MARGHILOMAN"" MUNICIPIUL BUZĂU";LIC. MARGHILOMAN;BUZĂU
"LICEUL TEORETIC ""ALEXANDRU MOCIONI"" CIACOVA";"LIC. TEOR. ""A.MOCIONI"" ORAS CIACOVA";TIMIŞ
"LICEUL TEORETIC ""ALEXANDRU PAPIU ILARIAN"" DEJ";"LICEUL TEORETIC ""ALEXANDRU PAPIU ILARIAN"" DEJ";CLUJ
"LICEUL TEORETIC ""ALEXANDRU ROSETTI"" VIDRA";"LICEUL TEORETIC ""ALEXANDRU ROSETTI"" VIDRA";ILFOV
"Liceul Teoretic ""Alexandru Vlahuţă""";"Lic. Teo. ""Alexandru Vlahuţă""";MUNICIPIUL BUCUREŞTI
LICEUL TEORETIC AMARASTII DE JOS;LICEUL AMARASTII DE JOS;DOLJ
"LICEUL TEORETIC ""ANA IPĂTESCU"" GHERLA";"LICEUL TEORETIC ""ANA IPĂTESCU"" GHERLA";CLUJ
"LICEUL TEORETIC ""ANASTASIE BASOTA"" POMÂRLA";"LIC.TEOR.""A.BASOTA"" POMÂRLA";BOTOŞANI
"LICEUL TEORETIC ""ANDREI BÂRSEANU"" TÂRNĂVENI";"LIC. TEOR. ""A. BÂRSEANU"" TÂRNĂVENI";MUREŞ
LICEUL TEORETIC 'ANGHEL SALIGNY' CERNAVODĂ;LIC TEO ’ANGHEL SALIGNY’ CERNAVODĂ;CONSTANŢA
